name,description,latitude,longitude,24/7,naloxone,fent_strips,type,image_url
115 Albany Ave OATH - Georgia Overdose Prevention,"24 hour access box with nasal, IM and test strips. Also -- see additional resources inside.",31.2135297,-82.3549158,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7_J4kQpA_qCvsg63k2MCK6pse8mrJNf7JvlgMTB4t8TSWAyh8sUQW4aQ-XF-Hefck1I0F15DEJGcTVclTeE91R-oMR17o79sHusunsKS362RdvtAccUD7SbOGSLV56oa0GeHVkEhfwu99g-_Zhi0cpNzkRddZd7trXGqtMjF_wo55psjq_-FiTkjAvMuWoLvEHAooQQzdJ59SnSk2BzDTtM0gZw1SnN_ScmZUwn2sulBE9ILbAU-sQnTPOFDC-r_XdPJD0r-xO?authuser=0&fife=s16383
1290 College St Centenary United Methodist Church,24 hour access to free naloxone. In parking lot near community fridge.,32.8314022,-83.6464025,TRUE,TRUE,FALSE,V,none
Emory University Hospital Emergency Department,Vending machine in lobby of ER. Open 24 hours.,33.792038,-84.3221789,TRUE,TRUE,FALSE,V,none
Georgia Overdose Prevention at Starlandia Art Supply,24 hour access box on right side of building. Nasal and IM naloxone. Please report reversals at GeorgiaOverdosePrevention.org,32.0537102,-81.1013479,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6DfYCIBWO0M3S1ikXhhwyCwCIacf1jU9NTldcRergQt7cZp5BdHeDh8JDo9iWrKVAOGbwsogIvqnvk1PeFAC5Vc6-3lLG-JIgsd5TFjdao_I2TU0J-2yKvVZ-zouGj0B0BtwFGiI2zwJlVP0L3J8bPlaHJjJbZ_biPyZJ11pzXNax2x-l9oDqA6JBCqB5AcKLEbv1YIpSSo0ajeLPxU1_hiDMFSRkCaeM-Vf9gR73rCjV2BjfhKe0tjByn7Ww9I_jCaOTVTR5b?authuser=0&fife=s16383
702 Maple Dr Georgia Overdose Prevention and Toombs PTR 24 hour Box,Nasal and IM naloxone and test strips,32.201258,-82.3911203,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5gSEBTAFtdxIbhI_R5lEhmNYMa16A1Da5CptO0ALSbWhKHBFrMqRYPB0evWCNxdFrRdc6tuLwyN6jUq-8tC3BgVC8V7HRJ2W7XAx6e4j-P7oBRivXhpveOP_Ga1V19OkrOif0C_9Gm713lgQP-_74hcGodCs_mCO_hOUJ_txHJRMJrbIGd7buJKT7QlKL2Lu5N7t4CtjfgJzD_OYNzPpmt_6-x7llfMXMkO2wvl3GUsHaIffXXkw5M6XF2viGA80WBxrHMyejU?authuser=0&fife=s16383
130 Jefferson St supported by Coweta Force,24 hour access box,33.3826819,-84.7948206,TRUE,TRUE,FALSE,V,none
House of Pickleball - Supplied by Coweta Force,24 hour AED with take home naloxone. 24 hour access. Supplied by Coweta Force,33.3807875,-84.7959184,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6xv02AzH_qEHPzAgnLfNhICqkSGb8c9ovFJlqCRoAaBsBdjT9hhq6ZCxAgu96XLeUybEOH-XUypgvKvHRUmQVXW8xDpmxENKqlvOrMAVx9c0C17QtT5q1vyIPJQTVTV9eEw-BmlfN7BiGJ_bm5b5FO_aC8_iJnkFiUeFvA1rQ9RVkrF330KBmWcujjwu4KsG8Bq8w80SLJg_XNa3f0qNEnuB3MOw3eZVe9LRp3Bx4BLi2MXqE3A9w-7k9Ak_2vA7_StJJXsAEB?authuser=0&fife=s16383
1101 Alabama St. Georgia Overdose Prevention Box 24/7,IM and Nasal Naloxone. Please report reversals at 404-919-4812 or at GeorgiaOverdosePrevention.org,33.5886681,-85.0996716,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR69xcIz4Sz5fqrGSmyi1Sm1Fkvwhc4It5ed4tSkJr6AKU_tUSvNy0ZSTJklCYszhpylzj2BFRUa4gLTZQDkaO2HIWo9le4wx0-trPrKT7ohk64eWRLdEeyA3vv6Uxfy6kCMrT2OfSFK43Z8-GrEsHIifz-EJZ0gbOkfIMXKHAgENkNnblImJsKpJ504FwlwuTZOvMW4jfscIH8sSolVpoy8bO83WyLCyZQRrZ3GeVtuKCx_bplcPCdeC0GB93uQ67ZYmxb-gfPr?authuser=0&fife=s16383
911 Chambers Dr NW,"911 Chambers Dr NW, Conyers, GA 30012 main jail entrance lobby (open 24 hours a day) NASAL NALOXONE",33.6866016,-84.0572339,TRUE,TRUE,FALSE,V,none
24 Hour Naloxone Statesboro,Found in alley between GSU Business Innovations and Blend N Brew,32.44869444,-81.781,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR4bYcXsikjW89sqLow73XkQNmhvPApwVg9KsTRH4uaRola-M-0FszRQfJBcKc5sDkkckOPy2mSxFuH-cuCEnJf5h1KPpjpiDM0qRFNciUD5xFaBoCX2lSebC8XEMryisrmGI6U9ZGDe4X20vTnDhsmSAmzRLTTljNnrb8YHp0jMTVW495GvPvwMzwD7zO0gbZpmm1WorVr6MxZcW-gMajqOYepZDgoFgKbyH0KwlddffyAnxYRz9xjX_pCzb1C6HzCBEpXZ9ryv?authuser=0&fife=s16383
89 Telfair Ave,24 hour nasal naloxone and test strips,32.0609872,-82.8980521,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7vEIVw_9Iy8u3hSuIcmk2bWH_1HG4Cliumds3ROKk6j7wlty-gVrV-XVwbQVtm6QRzoYcFqYcW7YLawPRzUP2I6PE695T2sfrDQtxqll0Gwuh9iEKidx3Gsk9VbMwsmpHDUCjarW-PMK-aPQVq4E7aEUaOybIYqE7XCab8I06MgXTxESfNoTsjZMo2V15YxIxQGtr_JdtDMnKd8tkwBUeMMA4H4Anu-Ha_lFXe-sP6rOybTcnF64T7AaYBL_15HzDXkc13s-uS?authuser=0&fife=s16383
189 N Brunswick St at Anchored,24 hour naloxone,31.6046605,-81.8802724,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6h9Ds4jv2bNrv6VpVOOq3rgyhcxvrSIoErWM1eE4hryTIUltbPS3u28VmMzDxLaW9uq9KQpBUu01KxN_RvekxCecKQXnCyCXSyApOKjN2f3H9mDA50bTi74BknscpnDx_1Dbu-ARgrhJ6uhZuebecmuLDo54HcBlbQ8qmX4sWMGLj_Nvar9yLvb5xYII9fQp7GjeeUPHpsIEWEyBefzIparkE0_91u4GPcG3ZABzhcXSgVH73f5rnRn3XRE6RZUfFc_31U3pnp?authuser=0&fife=s16383
1101 Gloucester St,24 hour access to naloxone,31.1506305,-81.490914,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7YC9ZRnZP1CaDShGDD0mOVBrxcrUiwSrrZFScNLswkS2DaKZ0H7ndULWvJl3lwrJa4wOaZuHBjSzzwSETdo-bHJmWdS4W607AnwGCSgr8ELnQ3dufsoWWuw3IpTp3pzI8t_PceZQ4W1OtcfATnTkRbYg-3ESjCA1IB9wmpCAN0ntjSfxvulT10oB4CHJmBs4lobhuUt6odNrn4Hdqfb8kQ_WTRCH0L7wIVOrgOnwbQvpe0xsDbepAOivKsdmJjDEAPmz3gfhsR?authuser=0&fife=s16383
1709 Maple Ave SW,Nasal naloxone 24 hour access supported by Stay Harmless,34.2311947,-85.1671059,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR4ENYjqK05b23eUpkOj14s0kTbACna4AMxNuyxr0Li4mxMrGMd1EvZfV0j29q_jKYZQLIXixLiAb8uZ5hOW6ynvV6DvfDPDhEoMNRfWngZF2s8IcRMO0xlm_pqv_wZQzqym7O02ZrlUNLjFcYUlRu7AvUD2lEAXe9bkeEPDUTx9ouREkEBLsO2bWka_TkKcNAKhjTLXu6blznBUJ-DnLO0Qd9sUz9Fm5WpAFTeItvOowp8rxpLeL78g1TOHKDi-PiAdJKRAKPjw?authuser=0&fife=s16383
1203 N Columbia Ave,Blessing Barn GO INSIDE to find  nasal naloxone and test strips supported by DPH. Also has other mutual aid possibly including food.,32.3038427,-81.2446086,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR62qaKcDusB6oRG8J0oLfCguDaFb42M4l8PG_v6AV9YcgEJlcOG2W4Hws0proZBrNpwMqLIK46pp5oE5jQcaJbg7tpYxILiROWtKawx92aLRxEMYtSCSutdAWnDU_SqzLpfwRKwv52BE8-xcGhaBi1Cy-QEcf_fP-6Rnqv2cuU_W4OW3sMX0p-MNnafPe8VZDq1BIntpueazLOZyFIuV_d6R46tND-yzyUapDwvuN0MLs5E1UKAlsDSrjRkLyhSUwswOa6jsl6z?authuser=0&fife=s16383
1600 Fort Benning Rd,Vending machine with nasal naloxone and condoms. 24 hour access. Valley Health Care. Supported by Georgia Harm Reduction Coalition,32.4241103,-84.9372681,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5QOEfs9WGJGNobOqYD4RK6li6JgLpJR88hYAXeNvAwuo5ogJ0O7qkClmHooNaKb_IrrmkWxzE2uUEa9ocphI68nGz-yozMRP-MT9fL-DTBtGREqQZS-5qCoF5QWv6JArsx8KPnMC7n6CSd8eb70d4LJe6Y6Spn4Lo0N1CBRm71C-qVzsjDXUMGLXKmzlZKL0GQcTWzrb6ned8Wflt_PLLwYFQsxwB615Zc5wWNhIb085ZTrkAAWtHy_s4CmOjLgrXroHUCWALf?authuser=0&fife=s16383
32 Memorial Dr Dahlonega Georgia Overdose Prevention/Bridge Recovery Lumpkin,24 hour access to naloxone. Supported by Georgia Overdose Prevention. Report reversals at www.georgiaoverdoseprevention.org,34.5336751,-83.9794675,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR73jmtp0aGMLp7SkKwNib4HYLuoudmza4wKkH6GWgX82z_rfkxjO2QvP6dSHNdBC-r2xIbOScbZ5Ye7jIOHvYIZkNqpp2Hihad8uuSIDPFxRGQguthTksDKB7dMbnDx672UCzg5-iXApv4JGJN1cHvpu_WVNQbcW8njdwE0mXLQux5CmN6M9TkWUoeImLieILLfBV0veRRxqn5inlwBlYW7FqTgAadG2-T0wpFHwOvmm1VvPRWKC9odaIHh15bi9Hh4QzZVyB_g?authuser=0&fife=s16383
Little Five Points Pharmacy,Free naloxone provided by Georgia Overdose Prevention. 24 hour box outside. Supplies also inside. Report Reversals at https://georgiaoverdoseprevention.org,33.7675937,-84.3493966,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR55uR03PRYgech8kgR4tXFv5NBaimokXRpVKsxAbwTf1FakV8YV3fBPp9Yu4_VP06sQrdNnOl1K3gG3_83QSkR7f5ESBCTMU379_a3-XbQ8xcuDy64005i0rnYlIKoFDAcPLeuApX4KuLcla64-u0KoNpvlrv7OC763ZhcfidkySwCHCmgmdSPLgde9Te2qeazw2L_KkWd7wDN2-wjugUu6BAt_mnLHWoNlutied8VTHmRM9T05deijQmlL1aH-4fpgYWE-e7dS?authuser=0&fife=s16383
Georgia Overdose Prevention - 236 Level Grove Rd || Self-Discovery Habersham,"24 hour access to nasal and IM naloxone. Supported by Georgia Overdose Prevention and Self-Discovery 24 Habersham 236 C Level Grove Road Cornelia, Ga. 30531 Safe drug disposals offered inside during business hours.",34.5104843,-83.5318798,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5ctBYJVcIKHCIROFfkCFh-TN6otRCKBd7uZvsuxVNpNmxJW90JAiNYMpxQ3QywzGjq06fjbHWfCwxfJVEl-0u2XfUvlSjveA2ExXcVbA6kwHdwc2Ixj4WHf1elrDllVIMRBrvUfgokJYpp72MROHtN-HaSd0Wp9Vk2FbfyHbxBo20jY5QeBp82x33fw6o_ySM4QSZqsRunMIjXooptK92ixZLzPu76e5lGbMectapeDkJXnA_0mosYPmbWPxsNzQYH5GQrEtgJ?authuser=0&fife=s16383
1391 Hwy 42 S,24 hour access Nasal and IM Naloxone. Report Reversals at www.GeorgiaOverdosePrevention.org,33.2678739,-83.9109409,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR4XvyxS0_nHkkwxLHgeiW21l2bUyV6FpL6jJ_8a3Zw6WQHE84IENW0EhCQAC79LxaGPyOhtf3Zrhof2wNhfgMpWwG0xRFs2ETP1Eyf26vOh7DKSFNfDZaICvvh6fRO0dkFt2LR09CH0wHy8kMcAasp8KXD6yIrOKS8B9iDR8_U0Xbqj1yJ83y1wDLd8CpbnSMD8kdWEFiFxvkf_niOYMzYt7o_W29CK969BDTOkFsp9mNlzyJlRuLSxQjGWzgQboOYED_VbLBn0?authuser=0&fife=s16383
In Ryan's Name/Georgia Overdose Prevention 300 Lee St. Fayetteville,24 hours access to Naloxone. This box is a partnership between In Ryan's Name and GeorgiaOverdosePrevention.org. Report reversals by texting 404-912-4812,33.4438591,-84.4535907,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6WazW2zmz42CZ_kMorKE_M_kYFKsVytsEvj5oI7POsb_y3TGVAYe8BHnUtwrULm1l4BaDJ2xshpPNPSyrEpUU5YoPSjfYj5I-L7uQu8lg0NVpoVfvI5_2P5y11bDL5GP4O4gkkTSjE4tbCpFM2u3fFSFCYQ1scuFh4N-NeksynnqI4XPUiKcLzuOSVJEqbys73DiYFfUFZR4hgjBB9aBizD83eNtiqLfE0uXlsvR060_X56Nl_cWTlv5P5uuLnN07F9kvcWvUD?authuser=0&fife=s16383
HealthQwest | Warner Robins,24 Hour access to naloxone. Supplied by DPH.,32.5932653,-83.6331387,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5RApd8KFqCl_Xf5KYVEAr-nQPhJkIPnGOhEFQJg39dngB5iTLwXkJ7mWgFGOTuT0cIUVRUWB4hFV-bL0nhPG0t5vPV1vdaPugJ9eLpgchb30r37Zp5wLQHgT8m8U_XhZjqA-4FEkb5t3UpBMwI06sLEw8poDlWfCd5Ba7FVGnbBW3qzA1OF3GoI3f9HUKWYwD7bGdRUbh1goO-Z4PHHDaRhJqjI4VDUj8iBDKX6QMK_N2YUBCaL7oZn2_gHQC8ha-4H3bYtxxx?authuser=0&fife=s16383
Celtic Crow Tattoo,24 hour access to naloxone/narcan. Supported by Georgia Overdose Prevention Report Reversals at www.GeorgiaOverdosePrevention.org,34.5998674,-83.5163286,TRUE,TRUE,FALSE,V,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sAVoNoXTfjYmt5_h8rQPgM3Hlhjisq66PZ52dd_mLd5JQanhXUWskEcN00YwzgCifqLMJiGm85r0B4htvn2ABOFyC3puNlsd7Tb5Eon413MDkgE4AYNCOpHiF7lUpAh5zU0A_0Jafaj050LY4Zh6CSs_vfz75m-WNmUpjuIzASuZ8hFlaQehqp-MKfuWqO10SlxhZIunkI0ruxAaWES3VYD7aqHyP0jrmJZ8hgsOjnw79vJ_Xdrk6iawF8bdM2MX9RRMa2k8KF3mr6IP1ZwjzXrrtSlUvI3yAZd9CGIC2tPeCH-3xrcePhil5LyS2TRvcOZIwU_EK7PCitGUFlNWXT0Tv3cNpdA6EFxy5oqo8UPBMhAnPNld7fXAgY7lIRFQ92CCsnatVBt2pVv7g8bQOsTXJaVjkuHVVdVOx4YVm3xQooilJ1kRtXTiGAOZsoXzm9hRm&4u16383&5m1&2e1&callback=none&r_url=https%3A%2F%2Fwww.google.com%2Fmaps%2Fd%2Fu%2F0%2Fviewer&key=AIzaSyDn8VcdTA0P4Smn8HU3ygF-UbnWKVYdXkA&token=110108
Beyond Your Ordinary 238 Grant Ave,24 hour access to naloxone/narcan supplied by DPH.,32.8477575,-83.6475673,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR4fGnbLH5nY7j7-rYbhQ-2ZWo3SwmpJJ7tq7Ftz_bkCDRV6wlNEPmNSD0LYMP_jFK_SgrSw5yi4tOcGick4zH2c49v1Xh3eUSNwMXLNJB8Q8PjmSQSxtIAhtnA14sQdJQXbdrWOU69Z1DjijFDQ5LtMt1Nws_YhGXOTicCJtNEk3EGUc5nVnKAhIiZb-uW7ZVPXwcRcBsCkFbSwnhXTm-JXpy1zUvwHSyravYrW1W3HquAJA2IncxGtyexX1HXENtR6LMu5LjZi?authuser=0&fife=s16383
HealthQwest | Macon,24 hour access to Naloxone/Narcan supplied by DPH,32.874035,-83.6662306,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6XjBGW7yJUT4AbD-RcSMVjTacopBEbW0-Ps8X-KiswQoi3PPB9qZQgegrnvLlEcoiyfooD9_ov3aZq6ZgTqzigWTfp-s5YizFe003JzbI6ki73uIn-UIzWCnfk3Hwt4ICvgBkw50nQSM-KxrbNzLFfHuis-iaBzIeCGeJnNlp5CzP4SewVl9nrPsadVKySRbMNIay2XkZ8x_FW9auKHq1c8pkhjWpRWPRi_rh-x7sCayd2iu5hnA_T6g8Hms161gaIk-bLj2Wr?authuser=0&fife=s16383
Houston County Detention Center (Public Lobby),24 hour access to naloxone/narcan supplied by DPH,32.468442,-83.7018299,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR6jLbB9gRgxbINJMPwFMOVEk8-Qt_5in3-WluEytqJufZAyb86UdRU4aT_HsEfV5zquriCU0SMJRLDjm03UJhQ-Lz3nZkUf4llSLCRz0_DFJ8AMe-cCDh76Me7pu97ZKK13iqZYFXc-Gsh8w3DheUslvq4lprn-Aqs4HMdsQZbODY9TFz_dpZwUBdxLIJMo9Oo2QaYPejMboWutPPNzf2adtRd7cPD8Zo7kkaNS1nHmcHJNYdLYcy2NBX0ke9NqBS270HncneVR?authuser=0&fife=s16383
Georgia Overdose Prevention 2607 Ledo Rd. BHG,Free naloxone 24 hour access. Supported by Georgia Overdose Prevention. Report reversals at www.GeorgiaOverdosePrevention.org,31.6230626,-84.2027835,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7FYrUpGlGsb4sR0_3G_9BEv-1dR9L2lc-JV2vv5r7bifgPsWTEmlrrm_hdg9p7vdWfVlv5sjQuaZC7m_wrZZLISg6xxLflmDy7ogoTKemV34lgQN8wnYfxAeLaWR7HUGj-Qyfqk0Sqlm5mMBV7e67d3eVsw8D7XXwfTgbxCj2dJKevPNgextw9v4J01AWO14-0EFzqZiIGm3hYNy6M64oWDB2jtuTcAZUk1cyHzWveQm0LbK5JRKTQPOb3Z4_f1Jhw4GWoCrHs?authuser=0&fife=s16383
321 West Ave - Mosaic Place,24 hour access to nasal naloxone. In back parking lot attached to the blessing box,34.0110367,-85.2583854,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7dVywpDNNz55JljDO7HO2-HuILEHXeuPVR60t3tdFumWiWEAuJS9_Ejs-QVeDEfjVjbzGychPg-e-TOckyf3TUeIHInPIFF2XgqxU6fQoKyisnSGNUr-zy_I20TKuzOzRRRKhK_bWrP4JCyMbpKXd3e641TkP1O_rSQnklMKWBi97PJ6Jufdj_Lgqh7JezCdiKak2pHCtR4AVcPQ2O3ra7T3QunaHDvbhOGhCCE2Wdjgi4SouHf8dWD2GGeNy-yTJr0jrtbUOk?authuser=0&fife=s16383
Georgia Overdose Prevention 104 Hartford Rd,24 hour free naloxone access. Report reversals to www.georgiaoverdoseprevention.org,31.6036498,-85.0492016,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR4YKkIdupEi81bP0UxY3VjetpvDZAYD3iVhrTI5VzywCvnxYVGsX7ISXRAGBmPW1v_dWm3rCaeTJWZgg0szxJP3UvHrf1mush-rX_R6bDyOnPoa22pya3PYp4oN9cefxQ8IhtenK1CIjNSoRqx9BwnV2V_2s2NW8d1ayuSXBAJjL1dsWq12nF80EwnI3UBnWv6V29qNG9r5zTdv0fr9f1_X8iAgXTYB2RzibdwSIGswrPPTVrx1UA2NPlrUXe6_8_gFcBtCBUQB?authuser=0&fife=s16383
Georgia Overdose Prevention - 11 S Harney St,24 Hour access to naloxone. LOCATED on the back of the building. Supported by Georgia Overdose Prevention. Report reversals at www.georgiaoverdoseprevention.org,31.2306448,-84.2089256,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR55vkxEGcZwk0-Tks3HOmRvcE5PJzw6e9VgHhM8SRzVrES1OP5s2Bh6BBsGzBKDbMp4_M4VVUG1dqYrUp-6Dl2dSLDjKBSETvKbzBkFvB7b8I6ng-sy4p1tKb1eB5kI5PV6sUvUoMCG_zXVAdFTadw1rAYAJ_4LdiOlkIu3sH9x9A9BRJ_s0wB0nl6GsQFjaZFFXHW9Q4zVluWLd87-affVktsncli5OJlbu0NzW_IHiqG8nGkCrtHVwo6rFcDi51xYGExixUU9?authuser=0&fife=s16383
Georgia Overdose Prevention 1235 1st Ave SE,24 hour access to free naloxone. Also a food pantry. Near road stand alone pantry between the Piggly Wiggly and the Pawn Shop. Report Reversals at www.georgiaoverdoseprevention.org,31.1789759,-83.7727846,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5hhJvOpNcihDRMUX485BeN9EPcfoA9mMXU8dGe8cnCbzjMccpJPTUk_Uxq_ucNPqok-ac2GZebdG7RO3tY6aAk6nD_fF4IavUzQ-f7UzMbE6gPyM3Je9iH3Fgv7Lc7YGZOIDPq28H9E3MqpaW9S7PGGihS2FYtPRsBWUqCP2hA-wUWKZ_RPXlwUrfW73lT0E7D7LfClgPGDcLTL84I36hE_jFBSklffzy0cuSJd4BIIC8rYI9KajV2GdFPf9VAzLcj4KduDC_1?authuser=0&fife=s16383
640 S Railroad Ave,24 hour access to naloxone,32.1706063,-82.5957301,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7H4EsNx4Xy7SDipA5qoZFUW-GNKxnmiDKBJbfjkhPJR1CN2oHefzgENONNVnGPJ2ptYJ8HeddDKLt0YKBPbFUirLXrI3P-zSf69_ds51booKpmQTuyGfahCviHUCKc3_byvftUvvuMYDHJfarPtbUysx420wEIrAfQxCo6u0eaf-dkI_bXoLJm9qgM5_n4EzN3jiDFQuN0Eybd3tkTTPwFKgeEloS-0296NflbS19uKhrEns0sQTfxbbOT9bs_kCOAZMbVgNj7?authuser=0&fife=s16383
4 E 9th St SE,"24 hour access to naloxone. Also other supplies as available (sun screen, test strips, hygiene supplies)",34.24134,-85.1688282,TRUE,TRUE,TRUE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR63K61Wi1cAT3_vJjaHkOvzV59WJymZejwJSh1N4gg8WU1CqPrxXGDqQOjyMgsIu6hwdGZ6xVb5A8q-R1PPRLZ0QsqYUAxfYyMViNzOIPTlLnz9oqWShBatwDiR7mCS7_SJnoDPGFEA4Ii4VoW6BgC6xzNlTGB0zOflw_zIcUOjiztYEZ2rOOO7V1GOMFt320VdfSTrEOzNOWDcD-1pq-hBI0MeHbol3g4sEle604tAEKYbEI7XNvA6cQ5l-Xsni1xhnmGt-kfn?authuser=0&fife=s16383
1941 Shoter Ave Rome GA,"1941 Shorter Ave Rome, Ga. 30165 (in the parking lot of West End Plaza). Supported by HARMLESS. In GREEN mutual aid pantry.",34.2700242,-85.2203573,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5heJShoIKHSc2kWGQmCvnEpH3xBU324gatz9--W_w3gYCgcUgU6N0v-z6E8NbD4CHj8ZQZ1_GByAjr2ufD3zdmjaPzRoynww7WJTjKWZMSyO7rgAit217FVduqGpWW-0_7jI2GcnqkzNmYv6bZQ-oXRJ9wglhVqoTN3hVqBBDQYEIzVcXdtiBJlTfAT_8BaZ0IiKdVfOamxwxHhcJdche5JoPuVylE1lVTIFP8Vn9FW4C41s98UrY0phu_pMa-w4lQLaw7wBQM?authuser=0&fife=s16383
401 Shorter Ave NW,"402 Shorter Ave NW Rome, GA. 30165. Supported by Stay Harmless",34.2640919,-85.1920744,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR5al6laZr3hQfsZT3TXKfhLF9IxWm3tbr0ovdhjo8qLU2Tu_jA38qNbRWU0H_BF-eKLq_3DrabtHWcQgXeTXxf2me0OOD8ydEw2n53HRDLnut_AR6q2XfQOlHTk0PtKqm0f457eTX5d2ZC4NZe_EcNFqqc09QJ9xHsWaOQPdB_VpoMXyu7QYwBQPXTZeU3TRH_qIIQOeU_16QCOmx0NBOVER-AU2KmY3cRcOaI8pvxE9_f45Ryc1rvoJYs3oBhXKZNOof7TEaLq?authuser=0&fife=s16383
Georgia Overdose Prevention - 725 E Winthrope Ave,24 hour access to nasal and IM naloxone. Supported by Georgia Overdose Prevention. Report reversals at 404-919-4812 or www.georgiaoverdoseprevention.org,32.8039343,-81.9378075,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7m4RIrWhw7_-1dTZcVDhlzh9Zi1TY-xGIgNxbDR127cy4nz1XcisWNhkHnNqNZHY4VmpGeFzx2OTrJou0z6xNK-FUAS3ep9t20eYYqLnwFG8Iv7lw6-ssw_NCgJI-Bm3lykstEtTrxHpMc1V6kiRtZG1X4zREI7iSn4f2jlHNMhPpzR9vwXb4WBl0Fn9s-Mlr5sHuf4-8C8jw2t0J-a3vwmr85qM6R6b4IX0myntZ2uL8rBN7MdOrLEl_OHTzP8oCLj4EZ0qbb?authuser=0&fife=s16383
1825 Keys Ferry Rd - 24 Hour Pantry,Free naloxone provided by Georgia Overdose Prevention. Report reversals and request new supplies at 404-919-4812 or GeorgiaOverdosePrevention.org,33.415547,-83.9835486,TRUE,TRUE,FALSE,V,https://mymaps.usercontent.google.com/hostedimage/m/*/6AAjQbR7YmBm-EP47S-X1tmAyNAE4Gs9QI9kq-OD49gt5SbBwE8IWDFjB9At1zQYQjMzCBdJ7E-_MSe9e7Vps32FrN252M3jfNG3PBjUFEcH6p88fsKw-XlC1Eusbws_VLR_UCOKkFvKkxa-7SYf8yB_YXW0k-q7w-q4x6fsEhgpLhzCoihw6gVvSUPI7mXlmYZoEoOU3yxjmQ3lFxVbHQeKc_3YUE2hLBmXAmBjFwyFL_DyiQxP900Ndog4Y5iLRKKh50s-s7anghAig?authuser=0&fife=s16383
